"","Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","TotalMinutesAsleep","TotalTimeInBed","HeartrateMean","Sleep8h","IsActive"
"156",6962181067,2016-05-03,12109,8.11999988555908,8.11999988555908,1.74000000953674,2.03999996185303,4.32999992370605,21,36,267,654,2072,394,418,75.4043622245061,FALSE,TRUE
"157",6962181067,2016-05-04,10147,6.71000003814697,6.71000003814697,0.469999998807907,1.67999994754791,4.55000019073486,15,36,284,683,2086,442,455,79.4745910577972,FALSE,TRUE
"158",6962181067,2016-05-05,10524,6.96000003814697,6.96000003814697,0.990000009536743,1.1599999666214,4.80999994277954,14,22,305,591,2066,467,491,76.644762272903,FALSE,TRUE
"159",6962181067,2016-05-06,5908,3.91000008583069,3.91000008583069,0,0,3.91000008583069,0,0,299,717,1850,443,462,72.3343673831154,FALSE,FALSE
"160",6962181067,2016-05-07,6815,4.5,4.5,0,0,4.5,0,0,328,745,1947,298,334,76.9760037457568,FALSE,FALSE
"161",6962181067,2016-05-08,4188,2.76999998092651,2.76999998092651,0,0.519999980926514,2.25,0,14,151,709,1659,541,569,74.9970974429855,TRUE,FALSE
"162",6962181067,2016-05-09,12342,8.72000026702881,8.68000030517578,3.90000009536743,1.17999994754791,3.65000009536743,43,21,231,607,2105,489,497,77.0176278309596,TRUE,TRUE
"163",6962181067,2016-05-10,15448,10.210000038147,10.210000038147,3.47000002861023,1.75,4.98999977111816,62,34,275,626,2361,469,481,83.3220825060666,FALSE,TRUE
"164",6962181067,2016-05-11,6722,4.44000005722046,4.44000005722046,1.49000000953674,0.310000002384186,2.65000009536743,24,7,199,709,1855,452,480,79.2510423524248,FALSE,TRUE
"165",6962181067,2016-05-12,3587,2.36999988555908,2.36999988555908,0,0.25,2.10999989509583,0,8,105,127,928,516,535,75.7157409653165,TRUE,FALSE
"166",7007744171,2016-04-16,4631,3.09999990463257,3.09999990463257,0,0,3.09999990463257,0,0,203,1155,2076,79,82,79.9524822695035,FALSE,FALSE
"167",7007744171,2016-05-01,5600,3.75,3.75,0,0,3.75,0,0,237,1142,2225,58,61,84.9645542427497,FALSE,FALSE
"168",8792009665,2016-04-12,2564,1.63999998569489,1.63999998569489,0,0,1.63999998569489,0,0,116,831,2044,458,493,68.9215763806511,FALSE,FALSE
"169",8792009665,2016-04-13,1320,0.839999973773956,0.839999973773956,0,0,0.839999973773956,0,0,82,806,1934,531,552,68.5060914967678,TRUE,FALSE
"170",8792009665,2016-04-14,1219,0.779999971389771,0.779999971389771,0,0,0.779999971389771,0,0,84,853,1963,486,503,69.0893982039941,TRUE,FALSE
"171",8792009665,2016-04-15,2483,1.5900000333786,1.5900000333786,0,0,1.5900000333786,0,0,126,937,2009,363,377,66.8635228848821,FALSE,FALSE
"172",8792009665,2016-04-20,3147,2.00999999046326,2.00999999046326,0,0.280000001192093,1.74000000953674,0,10,139,744,2188,528,547,69.6181584030908,TRUE,FALSE
"173",8792009665,2016-04-22,4068,2.59999990463257,2.59999990463257,0.0500000007450581,0.280000001192093,2.26999998092651,1,20,195,817,2419,391,407,70.2614782299205,FALSE,FALSE
"174",8792009665,2016-04-23,5245,3.35999989509583,3.35999989509583,0.159999996423721,0.439999997615814,2.75,8,45,232,795,2748,339,360,77.8258383727323,FALSE,TRUE
"175",8792009665,2016-04-27,1758,1.12999999523163,1.12999999523163,0,0,1.12999999523163,0,0,112,900,2067,423,428,68.7920532952653,FALSE,FALSE
"176",8792009665,2016-04-28,6157,3.94000005722046,3.94000005722046,0,0,3.94000005722046,0,0,310,714,2780,402,416,76.701621506294,FALSE,FALSE
"177",8792009665,2016-04-29,8360,5.34999990463257,5.34999990463257,0.140000000596046,0.280000001192093,4.92999982833862,6,14,380,634,3101,398,406,80.9115302571012,FALSE,FALSE
"178",8792009665,2016-04-30,7174,4.59000015258789,4.59000015258789,0.330000013113022,0.360000014305115,3.91000008583069,10,20,301,749,2896,343,360,81.4646419862558,FALSE,TRUE
"179",8792009665,2016-05-01,1619,1.03999996185303,1.03999996185303,0,0,1.03999996185303,0,0,79,834,1962,503,527,67.8101706722396,TRUE,FALSE
"180",8792009665,2016-05-02,1831,1.16999995708466,1.16999995708466,0,0,1.16999995708466,0,0,101,916,2015,415,423,67.4039187051235,FALSE,FALSE
"181",8792009665,2016-05-03,2421,1.54999995231628,1.54999995231628,0,0,1.54999995231628,0,0,156,739,2297,516,545,74.3719397363465,TRUE,FALSE
"182",8792009665,2016-05-04,2283,1.46000003814697,1.46000003814697,0,0,1.46000003814697,0,0,129,848,2067,439,463,74.9781466113416,FALSE,FALSE
